[header]
width=30
height=20
tilewidth=40
tileheight=40

[tilesets]
tileset=../image/blocks/brick block.png,40,40,0,0
tileset=../image/blocks/bush block.png,40,40,0,0
tileset=../image/blocks/iron block.png,40,40,0,0
tileset=../image/blocks/flag.png,40,40,0,0
tileset=../image/blocks/water block.png,40,40,0,0
tileset=../image/enemy/enemy.png,40,40,0,0
tileset=../image/player/player.png,40,40,0,0

[layer]
type=Слой тайлов 1
data=
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,
5,2,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,7,0,2,5,
5,0,0,0,0,3,3,3,2,0,0,3,5,5,5,5,5,3,0,0,1,0,0,0,0,0,0,0,0,5,
5,6,0,0,3,3,2,2,2,0,0,3,5,5,5,5,5,3,6,2,3,3,0,0,0,0,3,3,3,5,
5,0,0,3,3,2,2,0,0,0,6,3,5,5,5,5,5,3,0,2,2,3,3,0,0,0,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,2,2,3,3,3,3,0,0,0,5,
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,5,
5,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,5,
5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,
5,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,5,
5,0,0,0,0,0,6,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,
5,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,2,2,2,1,1,1,1,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,
5,0,0,2,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,
5,0,0,0,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,
5,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,6,2,0,0,3,3,0,0,0,0,0,6,5,
5,0,4,0,0,2,2,1,0,6,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,5,
5,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,6,0,2,2,2,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5

